obsid next_obsid time timestop date datestop gui_ms manvr_angle one_shot roll_err point_err
51108 17232 576716898.86 576718809.4596949 2016:101:23:07:10.676 2016:101:23:39:01.276 DISA 31.0521243402745 6.733051776885986 2.7420967944898127 0.44240182356690144
17232 18753 576720027.16 576780079.8631968 2016:101:23:59:18.976 2016:102:16:40:11.679 DISA 81.20842156053891 15.649124145507812 1.869392518561374 0.41103200785015265
18753 18432 576781916.663 576812092.6650267 2016:102:17:10:48.479 2016:103:01:33:44.481 DISA 80.70035201004883 20.923307418823242 0.6409605347505674 0.3828280842399815
18432 18433 576813937.665 576829098.4409796 2016:103:02:04:29.481 2016:103:06:17:10.257 DISA 0.23299463500924242 1.8936408758163452 0.7242862829713108 0.42291122020146277
18433 18434 576829447.966 576840735.2666442 2016:103:06:22:59.782 2016:103:09:31:07.083 DISA 0.1423131394066851 1.355837345123291 1.635331207153227 0.39632397253995044
18434 18821 576841059.1669999 576857672.3676118 2016:103:09:36:30.983 2016:103:14:13:24.184 DISA 80.63463091555965 22.349924087524414 2.8808801186016555 0.588538837039536
18821 18037 576859525.568 576886677.8192686 2016:103:14:44:17.384 2016:103:22:16:49.635 DISA 81.50752090623274 12.114577293395996 0.7084186371202771 0.3665966109100562
18037 51107 576888512.569 576895006.9697443 2016:103:22:47:24.385 2016:104:00:35:38.786 DISA 0.0 5.2749176025390625 5.202030070032067 0.4719429274201439
51106 51105 576896638.77 576908227.4204994 2016:104:01:02:50.586 2016:104:04:15:59.236 DISA 105.94474824739973 26.76690101623535 2.27073321272805 0.420842403259623
51105 51104 576910418.871 576912563.1707472 2016:104:04:52:30.687 2016:104:05:28:14.987 DISA 177.97707146256027 33.83008575439453 1.0782582353656434 0.6021128875247448
51104 51103 576915724.271 576921869.1462787 2016:104:06:20:56.087 2016:104:08:03:20.962 DISA 102.70285047338508 65.01087951660156 2.5582453776091922 0.4691472387369463
51103 51102 576924039.071 576934176.3219817 2016:104:08:39:30.887 2016:104:11:28:28.138 DISA 160.51072202406925 22.762714385986328 1.8111209164049167 0.351498634653579
51102 51101 576937077.072 576938248.6472143 2016:104:12:16:48.888 2016:104:12:36:20.463 DISA 107.77420854973361 10.206852912902832 1.2265461112180494 0.46600803226783427
51101 17229 576940426.772 576945730.1226417 2016:104:13:12:38.588 2016:104:14:41:01.939 DISA 95.58779240633294 8.467916488647461 1.856467402748383 0.32326718591049214
17229 17466 576947745.273 576974564.3992888 2016:104:15:14:37.089 2016:104:22:41:36.215 DISA 47.52953466638945 16.34282112121582 1.433509184871517 0.3916341851465756
18170 18171 577270800.691 577286600.0421135 2016:108:08:58:52.507 2016:108:13:22:11.858 DISA 39.48665413300599 19.238967895507812 2.141555892678329 0.4970673894356644
51091 51090 577361906.796 577396107.9733694 2016:109:10:17:18.612 2016:109:19:47:19.789 DISA 108.47277752272315 58.01948547363281 1.4167043431846067 0.3225873212243752
51090 18815 577398359.898 577402673.0987444 2016:109:20:24:51.714 2016:109:21:36:44.915 DISA 61.804492898602646 34.15178680419922 1.2237652520578157 0.300609907222051
18815 18149 577404288.4990001 577434615.175578 2016:109:22:03:40.315 2016:110:06:29:06.992 DISA 104.53099907830223 14.868297576904297 0.5192218384894951 0.3126893345480972
18149 17086 577436756.401 577485938.9785112 2016:110:07:04:48.217 2016:110:20:44:30.795 DISA 58.50492728470749 10.227104187011719 0.43246059349514787 0.19682983830968112
17086 18827 577487465.204 577510648.6549233 2016:110:21:09:57.020 2016:111:03:36:20.471 DISA 84.68849604080785 14.34005355834961 1.1892707123409354 0.2171477386458391
18827 18783 577512524.405 577527707.7308984 2016:111:04:07:36.221 2016:111:08:20:39.547 DISA 41.86945761103376 12.741354942321777 0.6609887950869652 0.20528340506164003
